Brand_Name_s__s,Product_Group_Code_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Cooling_Capacity__BTU_Hour__d,Electrical_Power_Input__Watts__d,Combined_Energy_Efficiency_Ratio_d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s,Link_to_FTC_EnergyGuide_Label_s
Impecca,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",IWA08-KS30,IWA08-KS30,8000.0,670.0,12.0,No,No,https://impecca.box.com/s/f31wml3gcusqlu1meeb7ubw4au51e00r
Impecca,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",IWA12-KS30,IWA12-KS30,12000.0,1000.0,12.0,No,No,https://impecca.box.com/s/ni3ob9jrf63kbnfj6wgogelgn5stqv3m
Impecca,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",IWA25-KS30,IWA25-KS30,25000.0,2410.0,10.3,No,No,https://impecca.box.com/s/h7i0y489i76w1jxkbxy23wr3qiyttasm
Impecca,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",ITAC08-KS21-2,ITAC08-KS21-2,8300.0,760.0,10.6,No,No,https://impecca.box.com
Impecca,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",ITAC-12KSA21-2,ITAC-12KSA21-2,12000.0,1110.0,10.5,No,No,https://impecca.box.com
Lubeck,"(11) With reverse cycle, with louvered sides, and less than 20,000 Btu/h",57H-ID0-B12HRFN8BCL0,57H-ID0-B12HRFN8BCL0,12000.0,1190.0,13.3,No,No,https://icuracao.com/[window-ac-12k-inverter-cooling-and-heating.html]
MAGNAVOX,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",MG-06CR3,MG-06CR3,6000.0,540.0,11.0,No,No,https://www.magnavox.com/en/17-air-conditioners
Ocean Breeze,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",OBZ-10ESN3,OBZ-10ESN3,10000.0,830.0,12.0,No,No,http://jcwarranty.com/energy.html
Ocean Breeze,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",OBZ-05ESN3,OBZ-05ESN3,5000.0,410.0,12.1,No,No,http://jcwarranty.com/energy.html
Ocean Breeze,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",OBZ-06CR3,OBZ-06CR3,6000.0,540.0,11.0,No,No,http://jcwarranty.com/energy.html
Sarasota breeze,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",SB-05M,SB-05M,5000.0,450.0,11.0,No,No,http://jcwarranty.com/energy.html
Sea Breeze+,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WAU312YREX,WAU312YREX,10000.0,870.0,15.0,No,No,https://irpsales.com/?page_id=4651
Sea Breeze,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WA310YREX,WA310YREX,10000.0,810.0,12.0,No,No,https://irpsales.com/?page_id=4651
Sea Breeze,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",WA318ZREX,WA318ZREX,18000.0,1510.0,11.8,No,No,https://irpsales.com/?page_id=4651
Sea Breeze,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",WA325ZREX,WA325ZREX,25000.0,2410.0,10.3,No,No,https://irpsales.com/?page_id=4651
Sea Breeze,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WH48YRC,WH48YRC,8000.0,730.0,10.9,No,No,https://irpsales.com/?page_id=4651
Sea Breeze,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",WH418ZRC,WH418ZRC,18500.0,1730.0,10.7,No,No,https://irpsales.com/?page_id=4651
Sea Breeze,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",STW410AYRE,STW410AYRE,10000.0,940.0,10.6,No,No,https://irpsales.com/?page_id=4651
Sea Breeze,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",STW412AYRE,STW412AYRE,12000.0,1140.0,10.5,No,No,https://irpsales.com/?page_id=4651
Sea Breeze,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",STW412AEZRB,STW412AEZRB,12000.0,1260.0,9.5,No,No,https://irpsales.com/?page_id=4651
Breeze33,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",BZ3310WAC1,BZ3310WAC1,10000.0,810.0,12.0,No,No,https://breeze33.com/air-conditioners/
Breeze33,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",BZ3312WAC1,BZ3312WAC1,12000.0,1000.0,12.0,No,No,https://breeze33.com/air-conditioners/
Breeze33,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",BZ3318WAC2-G2,BZ3318WAC2-G2,18000.0,1510.0,11.8,No,No,https://breeze33.com/air-conditioners/
Breeze33,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",BZ338TWAC1,BZ338TWAC1,8300.0,760.0,10.6,No,No,https://breeze33.com/air-conditioners/
Breeze33,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",BZ3312TWAC1,BZ3312TWAC1,12000.0,1140.0,10.5,No,No,https://breeze33.com/air-conditioners/
Breeze33,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",BZ3312TWAC2,BZ3312TWAC2,12000.0,1140.0,10.5,No,No,https://breeze33.com/air-conditioners/
Breeze33,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",BZ3314TWHC2,BZ3314TWHC2,14000.0,1500.0,9.3,No,No,https://breeze33.com/air-conditioners/
Genuine Comfort,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",GCTTW-10CRA2,GCTTW-10CRA2,10000.0,940.0,10.6,No,No,https://genuinecomfort.com/resources/
Genuine Comfort,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",GCTTW-12CRA1,GCTTW-12CRA1,12000.0,1140.0,10.5,No,No,https://genuinecomfort.com/resources/
Genuine Comfort,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",GCTTW-12CRA2,GCTTW-12CRA2,12000.0,1140.0,10.5,No,No,https://genuinecomfort.com/resources/
Genuine Comfort,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",GCTTW-14CRA2,GCTTW-14CRA2,14000.0,1500.0,9.3,No,No,https://genuinecomfort.com/resources/
Genuine Comfort,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",GCWNDW-06CRN8-BCL1,GCWNDW-06CRN8-BCL1,6000.0,490.0,12.1,No,No,https://genuinecomfort.com/resources/
Senville,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",SENVWAC-05CMN8,SENVWAC-05CMN8,5000.0,450.0,11.0,No,No,https://senville.com/best-sellers/
Perfect aire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",4PNC10000,4PNC10000,10000.0,880.0,10.9,No,No,https://perfectaire.us/resource_category/specs/
Perfect aire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",6PAC10000,6PAC10000,10000.0,820.0,12.0,No,No,https://perfectaire.us/resource_category/specs/
Perfect aire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",6PAC12000,6PAC12000,12000.0,990.0,12.0,No,No,https://perfectaire.us/resource_category/specs/
Perfect aire,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",5PMC5000,5PMC5000,5000.0,450.0,11.0,No,No,https://perfectaire.us/resource_category/specs/
Perfect aire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",4PNC8000,4PNC8000,8000.0,710.0,10.9,No,No,https://perfectaire.us/resource_category/specs/
Perfect aire,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",5PAC5000,5PAC5000,5000.0,410.0,12.1,No,No,https://perfectaire.us/resource_category/specs/
Perfect aire,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",5PAC6000,5PAC6000,6000.0,490.0,12.1,No,No,https://perfectaire.us/resource_category/specs/
Perfect aire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",3PACH8000,3PACH8000,8000.0,730.0,10.9,No,No,https://perfectaire.us/resource_category/specs/
Perfect aire,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",3PACH25000,3PACH25000,25000.0,2640.0,9.4,No,No,https://perfectaire.us/resource_category/specs/
Perfect aire,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",3PATWH14002,3PATWH14002,14000.0,1500.0,9.3,No,No,https://perfectaire.us/resource_category/specs/
Perfect aire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",4PATW10000,4PATW10000,10000.0,940.0,10.6,No,No,https://perfectaire.us/resource_category/specs/
Perfect aire,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",4PATW12002,4PATW12002,12000.0,1140.0,10.5,No,No,https://perfectaire.us/resource_category/specs/
Perfect aire,(16) Casement-Slider,3PASC10000,3PASC10000,10000.0,950.0,10.4,No,No,https://perfectaire.us/resource_category/specs/
Perfect Aire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1PAWFC8000,1PAWFC8000,8000.0,680.0,11.4,No,No,https://perfectaire.us/resource_category/specs/
Perfect Aire,(16) Casement-Slider,4PASC10000,4PASC10000,10000.0,920.0,10.4,No,No,https://perfectaire.us/resource_category/specs/
Perfect Aire,"(11) With reverse cycle, with louvered sides, and less than 20,000 Btu/h",1PAHP11000,1PAHP11000,11000.0,1120.0,9.8,No,No,https://perfectaire.us/resource_category/specs/
Global Industrial,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",293080,293080,25000.0,2640.0,9.4,No,No,https://perfectaire.us/resource_category/specs/
Global Industrial,(16) Casement-Slider,293082,293082,10000.0,950.0,10.4,No,No,https://perfectaire.us/resource_category/specs/
Perfect Aire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1PACU8000,1PACU8000,8000.0,690.0,15.0,No,No,https://perfectaire.us/resource_category/specs/
Perfect Aire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1PACV8000,1PACV8000,8000.0,690.0,15.0,No,No,https://perfectaire.us/resource_category/specs/
Perfect Aire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1PACV10000,1PACV10000,10000.0,870.0,15.0,No,No,https://perfectaire.us/resource_category/specs/
Perfect Aire,"(11) With reverse cycle, with louvered sides, and less than 20,000 Btu/h",1PACVP12000,1PACVP12000,12000.0,1190.0,13.3,No,No,https://perfectaire.us/resource_category/specs/
BLACK+DECKER,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",BD08WT6,BD08WT6,8000.0,650.0,12.0,No,No,https://images.squarespace-cdn.com/content/59ce77904c326de45b423ff2/1611936753341-ATNP0QDMSO1BMPEM9O2W/BD08WT6.jpg?format=750w&content-type=image%2Fjpeg
BLACK+DECKER,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",BD12WT6,BD12WT6,12000.0,990.0,12.0,No,No,By annual report date
Commercial cool,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",CC05MWT,CC05MWT,5000.0,450.0,11.0,No,No,https://images.squarespace-cdn.com/content/59ce77904c326de45b423ff2/1611936690813-NPU80K1TAFCAJCI1QB5P/CC05MWT.jpg?format=750w&content-type=image%2Fjpeg
Commercial cool,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",CC06WT,CC06WT,6000.0,490.0,12.1,No,No,https://images.squarespace-cdn.com/content/59ce77904c326de45b423ff2/1611936941174-RZ59G2D9QAJKYB8PSQHW/CC06WT.jpg?format=750w&content-type=image%2Fjpeg
Keystone,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KSTAW08BE,KSTAW08BE,8000.0,710.0,10.9,No,No,https://access.almo.com/Product/KEYSTN/KSTAW08BE
Keystone,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KSTAW10CE,KSTAW10CE,10000.0,810.0,12.0,No,No,https://access.almo.com/Product/KEYSTN/KSTAW10CE
Keystone,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KSTAW12BE,KSTAW12BE,12000.0,1070.0,10.9,No,No,https://access.almo.com/Product/KEYSTN/KSTAW12BE
Keystone,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",KSTAW15CE,KSTAW15CE,15100.0,1280.0,11.8,No,No,https://access.almo.com/Product/KEYSTN/KSTAW15CE
Keystone,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KSTHW12A,KSTHW12A,12000.0,1100.0,10.9,No,No,https://access.almo.com/Product/KEYSTN/KSTHW12A
Keystone,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",KSTHW18A,KSTHW18A,18500.0,1720.0,10.7,No,No,https://access.almo.com/Product/KEYSTN/KSTHW18A
Keystone,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KSTHW12B,KSTHW12B,12000.0,1090.0,10.9,No,No,https://access.almo.com/Product/KEYSTN/KSTHW12B
Keystone,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",KSTHW18B,KSTHW18B,18800.0,1710.0,10.7,No,No,https://access.almo.com/Product/KEYSTN/KSTHW18B
Keystone,(16) Casement-Slider,KSTSW10A,KSTSW10A,10000.0,950.0,10.4,No,No,https://access.almo.com/Product/KEYSTN/KSTSW10A
Keystone,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FHCW081ABE,FHCW081ABE,8000.0,650.0,12.0,No,No,https://access.almo.com/Product/FREO/FHCW081ABE
Keystone,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",KSTAT08-1C,KSTAT08-1C,8000.0,750.0,10.6,No,No,https://access.almo.com/Product/KEYSTN/KSTAT08-1C
Keystone,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",KSTAT10-2C,KSTAT10-2C,10000.0,940.0,10.6,No,No,https://access.almo.com/Product/KEYSTN/KSTAT10-2C
Keystone,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",KSTAT12-2C,KSTAT12-2C,12000.0,1140.0,10.5,No,No,https://access.almo.com/Product/KEYSTN/KSTAT12-2C
Keystone,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",KSTAT12-2HC,KSTAT12-2HC,12000.0,1260.0,9.5,No,No,https://access.almo.com/Product/KEYSTN/KSTAT12-2HC
Keystone,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",KSTAT08-1D,KSTAT08-1D,8300.0,760.0,10.6,No,No,https://access.almo.com/Product/KEYSTN/KSTAT08-1D
Keystone,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",KSTAT10-2D,KSTAT10-2D,10500.0,950.0,10.6,No,No,https://access.almo.com/Product/KEYSTN/KSTAT10-1D
Keystone,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",KSTAT14-2D,KSTAT14-2D,14000.0,1400.0,9.5,No,No,https://access.almo.com/Product/KEYSTN/KSTAT12-1D
Keystone,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",KSTAT12-2HD,KSTAT12-2HD,12000.0,1180.0,9.5,No,No,https://access.almo.com/Product/KEYSTN/KSTAT14-2D
Keystone,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KSTAW08UA,KSTAW08UA,8000.0,690.0,15.0,No,No,By annual report date
Keystone,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KSTAW10INV,KSTAW10INV,10000.0,870.0,15.0,No,No,http://img.almo.com/_assets/keystone/500/kstaw10inv-energy.jpg
Keystone,"(11) With reverse cycle, with louvered sides, and less than 20,000 Btu/h",KSTAW08INV-HC,KSTAW08INV-HC,8000.0,700.0,14.5,No,No,http://img.almo.com/_assets/keystone/500/kstaw08invhc-energy.jpg
GREE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",GAC12AA-A6NRNB2D,N,12000.0,1230.0,9.7,No,No,https://global.gree.com/channels/123.html
GREE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",GAC12AA-D6NRNB2D,N,12000.0,1230.0,9.7,No,No,https://global.gree.com/channels/123.html
GREE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",GAE12AA-D6NRNB2D,N,12600.0,1290.0,9.7,No,No,https://global.gree.com/channels/123.html
GREE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",GAC09AA-D6NRNB2D,N,9400.0,940.0,9.9,No,No,https://global.gree.com/channels/123.html
GREE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",GAC09AA-A6NRNB2D,N,9400.0,960.0,9.7,No,No,https://global.gree.com/channels/123.html
GREE,"(12) With reverse cycle, without louvered sides, and less than 14,000 Btu/h",GAA12AA-D6NRNB2D,N,12000.0,1260.0,9.4,No,No,https://global.gree.com/channels/123.html
GREE,"(12) With reverse cycle, without louvered sides, and less than 14,000 Btu/h",GAA09AA-D6NRNB2D,N,9300.0,950.0,9.7,No,No,https://global.gree.com/channels/123.html
Seasons,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",ST14RA2,ST14RA2,14000.0,1400.0,9.5,No,No,By annual report date
Seasons,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",ST10RA2,ST10RA2,10500.0,950.0,10.6,No,No,By annual report date
Seasons,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",ST08RA1,ST08RA1,8300.0,760.0,10.6,No,No,By annual report date
Seasons,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",ST08R1,ST08R1,8300.0,760.0,10.6,No,No,https://hdsupplysolutions.com/
Seasons,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",ST08R1-H,ST08R1-H,8000.0,830.0,9.6,No,No,https://hdsupplysolutions.com/
Seasons,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",ST10R2-H,ST10R2-H,10000.0,1040.0,9.6,No,No,https://hdsupplysolutions.com/
Seasons,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",ST14R2-H,ST14R2-H,14000.0,1500.0,9.3,No,No,https://hdsupplysolutions.com/
Seasons,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",SW10R1,SW10R1,10000.0,810.0,12.0,No,No,https://hdsupplysolutions.com/
Seasons,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",SW25R2,SW25R2,25000.0,2410.0,10.3,No,No,https://hdsupplysolutions.com/
Seasons,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",ST12R2-H,ST12R2-H,12000.0,1260.0,9.5,No,No,https://hdsupplysolutions.com/
Seasons,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",SW18R2-H,SW18R2-H,18500.0,1720.0,10.7,No,No,https://hdsupplysolutions.com/
Garrison,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",2477810,2477810,14000.0,1500.0,9.3,No,No,https://www.supplyworks.com
Garrison,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",2477811,2477811,8000.0,830.0,9.6,No,No,https://www.supplyworks.com
Garrison,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",311410574,311410574,5000.0,450.0,11.0,No,No,https://www.supplyworks.com
Garrison,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",311410573,311410573,12000.0,1000.0,12.0,No,No,https://www.supplyworks.com
Garrison,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",311410577,311410577,15100.0,1280.0,11.8,No,No,https://www.supplyworks.com
Garrison,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",2477802,2477802,12000.0,1100.0,10.9,No,No,https://www.supplyworks.com
Comfort Aire,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",REG-243R01,REG-243R01,23200.0,2370.0,9.4,No,No,By annual report date
Comfort Aire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",REG-123R01,REG-123R01,12000.0,1090.0,10.9,No,No,By annual report date
Comfort Aire,(16) Casement-Slider,CD-81R01,CD-81R01,8000.0,710.0,10.8,No,No,By annual report date
Comfort Aire,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",BGE-123R01,BGE-123R01,12000.0,1180.0,9.5,No,No,By annual report date
Comfort Aire,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",BG-123R01,BG-123R01,12000.0,1120.0,10.5,No,No,By annual report date
Comfort Aire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",BG-101R01,BG-101R01,10000.0,920.0,10.6,No,No,By annual report date
Danby,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",DTAC100B1*,DTAC100B1WDB,10000.0,910.0,10.6,No,No,https://www.danby.com/en-us/product-resources/
Danby,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",DAC145EB6WDB-6,DAC145EB6WDB-6,14500.0,1270.0,11.3,No,No,https://www.danby.com/en-us/product-resources/
Danby,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",DAC120EB9WDB-6,DAC120EB9WDB-6,12000.0,990.0,12.0,No,No,https://www.danby.com/en-us/product-resources/
Danby,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",DAC120B6WDB-6,DAC120B6WDB-6,12000.0,990.0,12.0,No,No,https://www.danby.com/en-us/product-resources/
Danby,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",DAC100EB9WDB,DAC100EB9WDB,10000.0,810.0,12.0,No,No,https://www.danby.com/en-us/product-resources/
Danby,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",DAC080EE2*,DAC080EE2WDB,8000.0,640.0,12.0,No,No,https://www.danby.com/en-us/product-resources/
Danby,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",DAC080EB7*,DAC080EB7WDB,8000.0,670.0,12.0,No,No,https://www.danby.com/en-us/product-resources/
Danby,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",MWAUQB-08CRFN8-BCN10,DAC080B7IWDB-6,8000.0,690.0,15.0,No,No,https://www.danby.com/en-us/product-resources/
Danby,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",DAC060EB6*,DAC060EB6WDB,6000.0,500.0,12.1,No,No,https://www.danby.com/en-us/product-resources/
Danby,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",DAC050MB1*,DAC050MB1WDB,5000.0,450.0,11.0,No,No,https://www.danby.com/en-us/product-resources/
Perfect Aire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",5PATW10002,5PATW10002,10500.0,950.0,10.6,No,No,https://perfectaire.us/collections/window-air-conditioners
Perfect Aire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",4PATWH10002,4PATWH10002,10000.0,1000.0,9.6,No,No,https://perfectaire.us/collections/window-air-conditioners
