Brand_Name_s__s,Product_Group_Code_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Annual_Energy_Use__Kilowatt_Hours_Year__d,Water_Consumption__Gallons_Cycle__d,Capacity__Number_of_Place_Settings__d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s,Link_to_FTC_EnergyGuide_Label_s
RENGJORD,Standard size dishwasher,FGIP2479SF1A,905.045.72,240.0,3.2,14.0,No,No,By annual report date
Vissani,Compact dishwasher,VDC17P0AWB,325208242,130.0,1.4,1.0,No,No,https://cms-aem.midea.com/linkshare.html?sh=dcbf73a7_b56b_41dc_975d_e2e03bc77ae3.IFrtZZG1C18dQx1t6iwqzQr01mijreAJ9zz5rJizh1w
IKEA,Standard size dishwasher,GDPH4515,905.222.84*A,270.0,3.5,12.0,No,No,By annual report date
IKEA,Standard size dishwasher,GDPH4515,605.222.85*A,270.0,3.5,12.0,No,No,By annual report date
Midea,Standard size dishwasher,PDT660#,1677442,260.0,3.2,14.0,No,No,https://www.midea.com/content/dam/midea-aem/us/dishwashers/dw_energyguides/MDT24H3AST.pdf
MAGIC CHEF,Compact dishwasher,MCSCD6W5,302892880,203.0,3.1,6.0,No,No,https://mcappliance.com/media/energy_guides/MCSCD6W5_EnergyGuide.pdf
Frigidaire,Standard size dishwasher,FGID2479***A,FGIP2479***A,260.0,2.7,12.0,No,No,https://www.frigidaire.com/Owner-Center/Product-Support-FAQs/
Electrolux,Standard size dishwasher,EDSH4944,EDSH4944****,270.0,3.5,12.0,No,No,By annual report date
Frigidaire Professional,Standard size dishwasher,PDSH4816,PDSH4816****,270.0,3.5,12.0,No,No,By annual report date
Frigidaire Gallery,Standard size dishwasher,PDSH4816,GDSP4715****,270.0,3.5,12.0,No,No,By annual report date
Gaggenau,Standard size dishwasher,DF4810701,DF481701*,240.0,3.2,13.0,No,No,http://www.bshenergyguides.com
Gaggenau,Standard size dishwasher,DF4810701,DF480701*,240.0,3.2,13.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHX53CM**,SHX53CM**,269.0,3.5,16.0,No,No,http://www.bshenergyguides.com
hermitlux,Compact dishwasher,TDQR01,HMX-DW03,222.0,3.5,2.0,No,No,https://img.actneed.com/image/28930/T1ctDTByZb1RCvBVdK.jpg?anv=20221128163838
hermitlux,Compact dishwasher,TDQR01,HMX-DW04,222.0,3.5,2.0,No,No,https://img.actneed.com/image/28930/T17ydTBsYj1RCvBVdK.jpg?anv=20221128163838
CROSLEY,Standard size dishwasher,PDT660#,CDM2450TS,249.0,3.5,16.0,No,No,https://www.crosley.com/uploads/1/0/8/1/108167455/cdm2450ts_energy_guide.png
RCA,Standard size dishwasher,DW11UT22T124,RDW2480,260.0,3.4,8.0,No,No,By annual report date
Equator,Standard size dishwasher,DW11UT22T124,WBT 2440,260.0,3.4,10.0,No,No,By annual report date
Equator,Standard size dishwasher,DW21UT22N224,SB 1840,250.0,3.2,10.0,No,No,By annual report date
Equator,Standard size dishwasher,DW21UT22N224,BB 1840,250.0,3.2,10.0,No,No,By annual report date
ROVSUN,Compact dishwasher,WST5-A6C,WST5-A6C,215.0,1.8,4.0,No,No,http://www.messati.cn/
ICUIRE,Compact dishwasher,ICD4WUP01,ICD4WUP03,121.0,1.8,3.0,No,No,https://www.amazon.com/stores/page/346471B3-4AB9-4241-9512-B8E33AB7E6C8?ingress=2&visitId=a879779f-3882-4b71-8db4-1bbb280a0973&ref_=ast_bln
Fisher & Paykel,Standard size dishwasher,DD24DTX6,DD24DTX6HI1,221.0,3.7,14.0,No,No,https://www.fisherpaykel.com/us/dishwashing/
Fisher & Paykel,Standard size dishwasher,DD24DTX6,DD24DTX6I1,202.0,3.1,14.0,No,No,https://www.fisherpaykel.com/us/dishwashing/
Fisher & Paykel,Standard size dishwasher,DD24DTX6,DD24DTX6PX1,202.0,3.1,14.0,No,No,https://www.fisherpaykel.com/us/dishwashing/
Fisher & Paykel,Standard size dishwasher,DD24D(*)9,DD24DDFTB9N,263.0,3.3,14.0,No,No,https://www.fisherpaykel.com/us/dishwashing/
Fisher & Paykel,Standard size dishwasher,DD24D(*)9,DD24DHTI9N,286.0,3.9,14.0,No,No,https://www.fisherpaykel.com/us/dishwashing/
Fisher & Paykel,Compact dishwasher,DD24S(*)9,DD24SV2T9N,144.0,1.6,7.0,No,No,https://www.fisherpaykel.com/us/dishwashing/
Fisher & Paykel,Compact dishwasher,DD24S(*)9,DD24SDFTX9N,144.0,1.6,7.0,No,No,https://www.fisherpaykel.com/us/dishwashing/
Fisher & Paykel,Compact dishwasher,DD24S(*)9,DD24STI9N,144.0,1.6,7.0,No,No,https://www.fisherpaykel.com/us/dishwashing/
Fisher & Paykel,Standard size dishwasher,DD24D(*)9,DD24DDFTX9N,263.0,3.3,14.0,No,No,https://www.fisherpaykel.com/us/dishwashing/
Fisher & Paykel,Standard size dishwasher,DD24D(*)9,DD24DTI9,263.0,3.3,14.0,No,No,https://www.fisherpaykel.com/us/dishwashing/
Fisher & Paykel,Compact dishwasher,DD24S**9,DD24SCTB9N,151.0,1.8,7.0,No,No,https://www.fisherpaykel.com/us/dishwashing/
Fisher & Paykel,Compact dishwasher,DD24S**9,DD24SAX9N,151.0,1.8,7.0,No,No,https://www.fisherpaykel.com/us/dishwashing/
Fisher & Paykel,Standard size dishwasher,DD24D**9,DD24DCTW9N,265.0,3.4,14.0,No,No,https://www.fisherpaykel.com/us/dishwashing/
Fisher & Paykel,Standard size dishwasher,DD24D**9,DD24DAX9,265.0,3.4,14.0,No,No,https://www.fisherpaykel.com/us/dishwashing/
LYCAN,Standard size dishwasher,WQP8-7740-US,LDW1801SS,270.0,3.5,8.0,No,No,By annual report date
KOVA SELECT,Standard size dishwasher,WQP12-7739-US,WQP12-7713I-US,234.0,3.5,10.0,No,No,By annual report date
Hestan,Standard size dishwasher,KDW24,KDW24,235.0,2.8,13.0,No,No,By annual report date
BEVOI,Standard size dishwasher,WQP12-7739-US,DD24BEV**,234.0,3.2,10.0,No,No,By annual report date
Criterion,Standard size dishwasher,PDT660#,CDW2FCM*,249.0,3.5,14.0,No,No,https://hw.menardc.com/main/items/media/MIDEA003/Energy_Guide_Label/45160000102CriterionEnergyGuide.pdf
Criterion,Standard size dishwasher,PDT660#,CDW5TCM*,249.0,3.5,14.0,No,No,https://hw.menardc.com/main/items/media/MIDEA003/Energy_Guide_Label/45160000102CriterionEnergyGuide.pdf
Miele,Standard size dishwasher,G 7916 SCi,G 5266 SCVi SF,230.0,3.2,16.0,No,No,https://www.miele.com/
Miele,Standard size dishwasher,G 7916 SCi,G 5266 SCVi SFP,230.0,3.2,16.0,No,No,https://www.miele.com/
Miele,Standard size dishwasher,G 5482 SCVi SL,G 5482 SCVi SL,220.0,3.2,16.0,No,No,https://www.miele.com/
Miele,Standard size dishwasher,PFD 104 SCViXXL,PFD 102i,270.0,3.3,16.0,No,No,https://www.miele.com/
Miele,Standard size dishwasher,G 7916 SCi,G 7106 SCU,230.0,3.2,16.0,No,No,https://www.miele.com/
Miele,Standard size dishwasher,G 7916 SCi,G 7156 SCVi,230.0,3.2,16.0,No,No,https://www.miele.com/
Miele,Standard size dishwasher,G 7916 SCi,G 7156 SCVi SF,230.0,3.2,16.0,No,No,https://www.miele.com/
Miele,Standard size dishwasher,G 7916 SCi,G 7316 SCU,230.0,3.2,16.0,No,No,https://www.miele.com/
Miele,Standard size dishwasher,G 5006 SCU,G 5056 SCVi SFP,230.0,3.2,16.0,No,No,https://www.miele.com/
Miele,Standard size dishwasher,G 7916 SCi,G 5216 SCU,230.0,3.2,16.0,No,No,https://www.miele.com/
Miele,Standard size dishwasher,G 7916 SCi,G 5266 SCVi,230.0,3.2,16.0,No,No,https://www.miele.com/
